"doodsoorzaak";"icd10_code";"perioden";"geslacht";"leeftijd";"aantal";"aantal_per_100000";"aantal_per_100000_gestandaardiseerd";"sterfte_totaal";"percentage_van_totaal"
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 70-74";694;110,5;111,2;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 75-79";464;213,5;213,5;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 75-79";368;131,3;131,3;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 75-79";832;167,2;170,2;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 80-84";428;313,7;313,7;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 80-84";402;183;183;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 80-84";830;233,1;240,3;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 85+";366;421,4;421,4;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 85+";622;289,5;289,5;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 85+";988;327,5;335,5;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" Totaal";2691;32,7;42,4;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" Totaal";2420;28,8;33,4;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" Totaal";5111;30,8;37,9;"136058";"3.8"
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 25-29";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 25-29";5;0,5;0,5;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 30-34";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 30-34";5;1;1;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 30-34";8;0,8;0,8;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 35-39";11;2;2;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 35-39";14;2,5;2,5;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 35-39";25;2,3;2,3;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 40-44";17;2,6;2,6;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 40-44";31;4,8;4,8;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 40-44";48;3,7;3,7;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 45-49";51;7,8;7,8;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 45-49";50;7,8;7,8;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 45-49";101;7,8;7,8;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 50-54";98;16,2;16,2;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 50-54";88;14,7;14,7;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 50-54";186;15,4;15,4;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 55-59";174;31,6;31,6;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 55-59";135;24,7;24,7;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 55-59";309;28,2;28,2;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 60-64";271;49,7;49,7;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 60-64";220;40,6;40,6;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 60-64";491;45,2;45,1;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 65-69";357;86,7;86,7;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 65-69";248;59;59;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 65-69";605;72,7;72,7;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 70-74";393;128,3;128,3;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 70-74";287;85,1;85,1;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 70-74";680;105,6;106,2;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 75-79";455;205,1;205,1;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 75-79";380;135,2;135,2;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 75-79";835;166;168,2;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 80-84";419;295,3;295,3;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 80-84";413;185,4;185,4;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 80-84";832;228,1;233,5;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" 85+";368;402,7;402,7;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" 85+";634;287,3;287,3;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" 85+";1002;321,1;327,6;"";""
"Dikkedarmkanker";"C18-C21";2011;"Mannen";" Totaal";2619;31,7;40;"";""
"Dikkedarmkanker";"C18-C21";2011;"Vrouwen";" Totaal";2508;29,8;33,8;"";""
"Dikkedarmkanker";"C18-C21";2011;"Totaal";" Totaal";5127;30,7;36,9;"135741";"3.8"
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 15-19";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 15-19";2;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 20-24";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 25-29";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 25-29";5;0,5;0,5;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 30-34";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 30-34";4;0,8;0,8;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 30-34";5;0,5;0,5;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 35-39";8;1,5;1,5;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 35-39";9;1,7;1,7;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 35-39";17;1,6;1,6;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 40-44";23;3,6;3,6;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 40-44";24;3,8;3,8;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 40-44";47;3,7;3,7;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 45-49";46;7;7;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 45-49";45;7;7;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 45-49";91;7;7;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 50-54";91;14,8;14,8;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 50-54";74;12,1;12,1;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 50-54";165;13,5;13,5;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 55-59";174;31,3;31,3;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 55-59";133;24;24;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 55-59";307;27,7;27,7;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 60-64";276;51,9;51,9;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 60-64";220;41,5;41,5;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 60-64";496;46,7;46,7;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 65-69";437;97,2;97,2;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 65-69";297;64,8;64,8;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 65-69";734;80,8;80,8;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 70-74";425;134,9;134,9;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 70-74";281;81,8;81,8;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 70-74";706;107,2;107,7;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 75-79";468;206,3;206,3;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 75-79";393;139,1;139,1;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 75-79";861;169;170,9;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 80-84";448;304,6;304,6;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 80-84";455;201,2;201,2;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 80-84";903;241,9;246,5;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" 85+";402;419,6;419,6;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" 85+";632;280,4;280,4;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" 85+";1034;321,9;329;"";""
"Dikkedarmkanker";"C18-C21";2012;"Mannen";" Totaal";2805;33,8;41,5;"";""
"Dikkedarmkanker";"C18-C21";2012;"Vrouwen";" Totaal";2569;30,4;34;"";""
"Dikkedarmkanker";"C18-C21";2012;"Totaal";" Totaal";5374;32,1;37,8;"140813";"3.8"
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 15-19";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 15-19";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 20-24";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 25-29";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 25-29";2;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 30-34";4;0,8;0,8;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 30-34";7;1,4;1,4;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 30-34";11;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 35-39";12;2,4;2,4;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 35-39";10;2;2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 35-39";22;2,2;2,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 40-44";14;2,2;2,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 40-44";12;1,9;1,9;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 40-44";26;2,1;2,1;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 45-49";44;6,8;6,8;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 45-49";42;6,6;6,6;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 45-49";86;6,7;6,7;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 50-54";95;15,2;15,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 50-54";78;12,6;12,6;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 50-54";173;13,9;13,9;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 55-59";166;29,5;29,5;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 55-59";128;22,8;22,8;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 55-59";294;26,2;26,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 60-64";243;46,3;46,3;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 60-64";198;37,8;37,8;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 60-64";441;42,1;42,1;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 65-69";406;85;85;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 65-69";278;57,2;57,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 65-69";684;71;70,9;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 70-74";433;132,8;132,8;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 70-74";272;77,2;77,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 70-74";705;103,9;104,4;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 75-79";434;185,7;185,7;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 75-79";326;114;114;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 75-79";760;146,2;147,9;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 80-84";410;270,2;270,2;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 80-84";367;160,5;160,5;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 80-84";777;204,2;208,6;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" 85+";365;364,8;364,8;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" 85+";635;276,8;276,8;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" 85+";1000;303,5;307,5;"";""
"Dikkedarmkanker";"C18-C21";2013;"Mannen";" Totaal";2629;31,6;37,8;"";""
"Dikkedarmkanker";"C18-C21";2013;"Vrouwen";" Totaal";2354;27,7;30,7;"";""
"Dikkedarmkanker";"C18-C21";2013;"Totaal";" Totaal";4983;29,7;34,2;"141245";"3.5"
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 15-19";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 15-19";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 25-29";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 25-29";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 25-29";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 30-34";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 30-34";4;0,8;0,8;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 30-34";6;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 35-39";10;2;2;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 35-39";6;1,2;1,2;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 35-39";16;1,6;1,6;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 40-44";23;3,8;3,8;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 40-44";17;2,8;2,8;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 40-44";40;3,3;3,3;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 45-49";44;6,8;6,8;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 45-49";42;6,6;6,6;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 45-49";86;6,7;6,7;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 50-54";96;15,2;15,2;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 50-54";52;8,3;8,3;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 50-54";148;11,7;11,7;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 55-59";156;27,3;27,3;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 55-59";119;20,9;20,9;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 55-59";275;24,1;24,1;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 60-64";264;50,5;50,5;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 60-64";173;33,1;33,1;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 60-64";437;41,8;41,8;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 65-69";427;86,1;86,1;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 65-69";267;53;53;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 65-69";694;69,4;69,3;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 70-74";402;118,6;118,6;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 70-74";256;70,5;70,5;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 70-74";658;93,7;93,9;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 75-79";443;182,5;182,5;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 75-79";324;110,9;110,9;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 75-79";767;143,4;144,7;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 80-84";396;253,3;253,3;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 80-84";394;171;171;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 80-84";790;204,3;207,1;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" 85+";415;395,6;395,6;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" 85+";617;263,3;263,3;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" 85+";1032;304,2;309,5;"";""
"Dikkedarmkanker";"C18-C21";2014;"Mannen";" Totaal";2680;32,1;37,2;"";""
"Dikkedarmkanker";"C18-C21";2014;"Vrouwen";" Totaal";2271;26,7;29;"";""
"Dikkedarmkanker";"C18-C21";2014;"Totaal";" Totaal";4951;29,4;33,1;"139223";"3.6"
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 25-29";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 25-29";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 25-29";3;0,3;0,3;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 30-34";5;1;1;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 30-34";6;1,2;1,2;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 30-34";11;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 35-39";5;1;1;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 35-39";9;1,8;1,8;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 35-39";14;1,4;1,4;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 40-44";25;4,4;4,4;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 40-44";27;4,7;4,7;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 40-44";52;4,5;4,5;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 45-49";35;5,4;5,4;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 45-49";53;8,3;8,3;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 45-49";88;6,8;6,9;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 50-54";105;16,4;16,4;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 50-54";71;11,2;11,2;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 50-54";176;13,8;13,8;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 55-59";153;26,3;26,3;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 55-59";114;19,6;19,6;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 55-59";267;23;23;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 60-64";267;50,9;50,9;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 60-64";182;34,6;34,6;"";""
